0,120,1,0,10,10,10,10,10
0,600,1,0,0,10,10,10,10
0,120,0.3,0,10,10,10,10,0
0,140,1,0,10,10,10,10,10
0,1000,1,0,0,10,10,10,10
10000,120,1,0,10,0,10,10,10
0,120,0.8,0,10,10,0,10,3
0,120,0.9,3,10,10,10,0,10
0,120,0.9,3,10,10,10,0,10
0,120,0.4,0,10,10,10,10,0
3090,139.5348837,1,0,6,3,10,10,10
1205,120,1,0,7,9,10,10,10
4859,135.9223301,0.954237192,1,6,2,5,3,7
6930,80,0.803762842,0,8,1,10,10,2
4460,96.61835749,0.790847121,0,8,2,3,3,1
4920,125.8741259,0.999999992,0,10,2,10,10,10
4340,185.1851852,0.904625862,0,3,2,5,10,4
7060,57.14285714,0.729260886,0,6,0,0,10,0
5390,146.8926554,0.944222365,0,9,2,7,10,6
3280,360,0.735632104,0,0,3,1,10,0
3319,103.7037037,1,0,8,3,10,10,10
6820,131.1654598,0.941707333,0,9,0,6,10,8
7690,83.56545961,0.964850438,0,7,0,7,10,8
6470,171.6738197,0.980023355,0,8,1,10,10,9
7380,60.43956044,0,0,6,0,0,10,0
11030,60.43956044,0,0,6,0,0,10,0
6670,146.3414634,0.986370518,0,9,1,7,10,9
9280,51.61567826,0.882147444,0,4,0,4,10,3
6441,48.37409299,1.000000019,0,4,0,10,10,10
6941,225.7457673,1.000000015,0,2,0,10,10,10
8941,244.2437349,0.841465671,1,2,0,7,4,2
9620,151.9147589,0.761223139,0,4,0,4,10,0
7541,355.1666452,0.850089974,0,0,2,7,10,3
8820,147.2081218,0.936597345,0,8,1,9,10,8
8810,171.4285714,0.81687709,0,4,1,4,10,2
11910,52.11726384,0.768413269,0,10,0,5,10,1
8760,75.34246575,0.890393541,0,10,1,10,10,4
6220,137.9310345,0.948749955,0,8,2,10,10,9
9200,93.33333333,0.953930092,0,10,0,10,10,9
9295.02373796,33.8517897631,47.2258875674,8.0,3.0,3.0,3.0,2.0,3.0
2110.44265777,307.637110484,76.0591150726,6.0,2.0,4.0,0.0,5.0,1.0
2760.1572868,258.76359572,25.7726643972,9.0,3.0,2.0,2.0,9.0,0.0
1764.17694513,399.504187432,55.5070135356,2.0,2.0,6.0,9.0,1.0,2.0
9956.59508029,352.659012691,67.2621878806,2.0,3.0,2.0,7.0,7.0,2.0
452.741202152,391.028878755,80.1569121683,3.0,3.0,8.0,8.0,10.0,3.0
4668.05346918,148.77869775,41.8044091484,6.0,7.0,3.0,1.0,0.0,3.0
1254.62074294,249.796009104,95.2709673117,5.0,1.0,7.0,0.0,5.0,6.0
9939.35679278,377.960960121,53.6459160288,5.0,1.0,1.0,1.0,4.0,3.0
29.4617910963,55.8870639071,58.7219372242,1.0,3.0,10.0,6.0,10.0,2.0
3639.74087168,69.5165387069,52.0082672797,9.0,4.0,2.0,1.0,3.0,1.0
8823.6757973,79.8842915182,54.4634098737,3.0,3.0,1.0,5.0,3.0,2.0
9121.6244051,17.6099509073,43.2012183395,5.0,2.0,1.0,0.0,5.0,0.0
8184.32619622,292.083859004,77.1641505651,7.0,4.0,0.0,1.0,7.0,3.0
2365.05206457,467.589755917,63.8521914947,5.0,1.0,2.0,0.0,1.0,3.0
447.956221115,465.821812005,68.7096514433,3.0,1.0,9.0,7.0,1.0,3.0
413.615126999,62.2291868319,73.9972919263,3.0,3.0,8.0,4.0,5.0,1.0
2389.41257467,88.3298777521,92.5425656981,5.0,0.0,5.0,3.0,5.0,6.0
9538.63049785,382.944963059,28.1220792462,6.0,4.0,1.0,2.0,2.0,0.0
6923.15752801,348.797091986,77.9383809952,8.0,4.0,3.0,1.0,2.0,1.0
2604.07363404,55.3995234377,46.1058290265,9.0,1.0,2.0,1.0,8.0,2.0
4801.64467661,336.486011565,10.5213614487,2.0,0.0,1.0,9.0,3.0,2.0
7043.62360896,212.363976407,76.9390112984,0.0,8.0,3.0,10.0,4.0,2.0
6465.39594745,493.936501445,21.3335917029,0.0,0.0,2.0,10.0,2.0,3.0
6624.29085297,410.036429967,47.6519901421,8.0,0.0,3.0,1.0,9.0,2.0
1216.63934133,293.508801046,32.3824590493,2.0,2.0,7.0,5.0,6.0,3.0
4204.60842922,441.010585485,37.3343830223,3.0,4.0,2.0,7.0,8.0,3.0
8720.52400298,443.655565444,29.9970715616,7.0,3.0,1.0,0.0,4.0,3.0
3204.6069111,169.973058072,38.8049591594,8.0,6.0,4.0,3.0,0.0,2.0
2424.89770587,268.457984538,0.808347799568,8.0,4.0,3.0,0.0,5.0,3.0
8908.29386216,66.7115567688,73.782076719,3.0,1.0,2.0,6.0,10.0,3.0
8931.24717596,472.639193983,19.6848474671,2.0,4.0,1.0,4.0,5.0,1.0
6343.73083009,372.845503803,62.4711370616,0.0,4.0,2.0,10.0,8.0,1.0
4908.4928984,159.515197174,27.4148757266,1.0,7.0,2.0,4.0,6.0,3.0
7566.85142892,279.069158608,80.8402755345,9.0,0.0,3.0,2.0,0.0,1.0
219.621703169,162.189846017,49.527198104,1.0,5.0,9.0,8.0,7.0,3.0
899.048507446,69.6648081494,19.403428672,2.0,2.0,8.0,4.0,9.0,3.0
5855.43096191,430.311855578,51.5480417961,2.0,1.0,0.0,9.0,1.0,2.0
772.191197974,322.073267605,6.58269477895,9.0,3.0,7.0,0.0,1.0,2.0
7335.53131666,329.069695483,86.5884771658,7.0,3.0,1.0,2.0,0.0,3.0
9677.1063415,300.710738046,75.2135265001,5.0,2.0,1.0,2.0,9.0,2.0
8259.57633693,95.3525293526,97.360260871,4.0,5.0,1.0,0.0,7.0,10.0
8522.06166781,228.153922239,81.8195168246,2.0,2.0,1.0,9.0,9.0,2.0
1494.77453408,227.372840116,46.4109468849,5.0,4.0,6.0,3.0,4.0,3.0
4257.059962,10.877907958,19.4507704391,6.0,3.0,2.0,3.0,1.0,1.0
2980.61368294,148.745825734,10.2867449559,1.0,7.0,5.0,4.0,9.0,1.0
3996.47561053,24.9314540589,40.8062661922,5.0,2.0,3.0,2.0,5.0,2.0
1189.79108215,310.414751088,48.4395668565,8.0,3.0,8.0,2.0,10.0,3.0
8267.21385558,178.662155806,56.7073452113,9.0,5.0,1.0,0.0,9.0,3.0
1973.51514567,432.993415516,62.6254726718,8.0,3.0,6.0,1.0,2.0,0.0
7046.1385173,5.78831763007,90.8370639857,5.0,4.0,3.0,3.0,1.0,7.0
9212.60223361,240.918122581,21.7247688219,1.0,0.0,1.0,8.0,1.0,2.0
2878.04335848,235.489066479,74.0587659773,8.0,3.0,3.0,2.0,2.0,3.0
2828.55857282,412.173396858,98.6291643386,1.0,2.0,2.0,4.0,0.0,10.0
2466.49304692,83.1643276912,2.98757879693,2.0,3.0,4.0,7.0,9.0,1.0
8057.49771162,368.211749445,59.3540187426,6.0,2.0,1.0,0.0,1.0,1.0
9835.19751594,114.108848408,40.9345334662,0.0,8.0,0.0,10.0,0.0,1.0
8265.14371496,155.88741866,32.5118342299,3.0,7.0,3.0,8.0,5.0,1.0
8294.67171085,281.119488293,9.12757832232,3.0,0.0,3.0,9.0,4.0,2.0
1479.4483343,202.287260927,47.9496233152,8.0,8.0,8.0,3.0,4.0,1.0
4387.52880846,445.962842816,27.7026864969,6.0,4.0,3.0,1.0,9.0,0.0
9701.59842767,412.540689196,43.0553424211,8.0,0.0,2.0,0.0,8.0,1.0
3414.6580433,470.131163473,44.3583359203,0.0,2.0,4.0,10.0,2.0,1.0
4826.83612634,236.325853387,38.1960216006,8.0,3.0,2.0,0.0,8.0,3.0
750.90717482,407.964289119,73.4697845287,1.0,1.0,6.0,7.0,0.0,1.0
7179.67806425,464.91480548,84.8861053372,3.0,3.0,1.0,8.0,3.0,2.0
7863.04883969,364.818034316,92.3887143921,2.0,3.0,2.0,6.0,6.0,4.0
4762.59590516,39.679271515,68.7136899654,3.0,4.0,3.0,7.0,10.0,1.0
2212.31108493,275.454634571,92.2849875,7.0,0.0,4.0,2.0,4.0,6.0
4381.93637394,156.219119812,41.7004693404,2.0,6.0,1.0,7.0,4.0,2.0
1152.21218272,184.767024261,75.155253443,0.0,6.0,6.0,10.0,9.0,3.0
3064.64466465,85.4709515554,0.357425938759,3.0,1.0,6.0,9.0,1.0,2.0
1782.186506,363.353028669,88.6842704352,9.0,3.0,8.0,2.0,2.0,2.0
4007.06312335,435.767849484,20.4178095458,6.0,2.0,2.0,1.0,0.0,2.0
3252.0820077,146.252774671,72.7144408113,9.0,5.0,2.0,2.0,9.0,0.0
621.4819256,359.205405842,78.8937461561,0.0,1.0,8.0,10.0,3.0,0.0
4117.35290905,364.891599817,52.8781214708,9.0,4.0,3.0,0.0,2.0,2.0
5200.63460983,455.639662763,37.4133637544,9.0,2.0,0.0,2.0,7.0,0.0
9558.17493171,68.3614206456,96.9446801136,4.0,1.0,1.0,3.0,9.0,9.0
